method name: freqs			
corpus: parlamint51_si			
subcorpus: -			
concordance size: 869			
"query: Query:([lemma=""""naš""""][]{1,3}[lemma=""""vaš""""])|([lemma=""""vaš""""][]{1,3}[lemma=""""naš""""])within<s/>"			
speech.subcorpus	Frequency	Relative density	Relative in text types
Referenčni	732	95.82904	10.19491
COVID	133	133.83529	14.23825
COVID,Vojna	4	69.39813	7.38302
Parliamentary body	Frequency	Relative density	Relative in text types
Spodnji dom	869	100	10.63864
speech.date	Frequency	Relative density	Relative in text types
ParlaMint-SI_2021-11-19-SDZ8-Redna-27	1	81.57549	8.67852
ParlaMint-SI_2013-10-08-SDZ6-Izredna-45	1	1387.40946	147.60148
ParlaMint-SI_2013-01-28-SDZ6-Redna-10	1	160.80781	17.10776
ParlaMint-SI_2009-01-29-SDZ5-Redna-02	1	136.54018	14.52602
ParlaMint-SI_2013-10-21-SDZ6-Redna-18	1	170.86013	18.17719
ParlaMint-SI_2012-06-16-SDZ6-Izredna-25	1	155.66539	16.56068
ParlaMint-SI_2013-10-24-SDZ6-Redna-18	1	126.48114	13.45587
ParlaMint-SI_2005-11-25-SDZ4-Redna-11	1	333.05103	35.43209
ParlaMint-SI_2013-11-18-SDZ6-Redna-19	1	158.42278	16.85403
ParlaMint-SI_2013-12-13-SDZ6-Izredna-50	1	100.20894	10.66087
ParlaMint-SI_2019-05-28-SDZ8-Redna-08	1	237.02497	25.21623
ParlaMint-SI_2014-03-05-SDZ6-Redna-22	1	104.82079	11.1515
ParlaMint-SI_2007-03-28-SDZ4-Redna-26	1	218.04493	23.19701
ParlaMint-SI_2001-02-22-SDZ3-Redna-03	1	237.88275	25.30749
ParlaMint-SI_2014-03-06-SDZ6-Redna-22	1	218.45033	23.24014
ParlaMint-SI_2005-03-29-SDZ4-Redna-04	1	287.61969	30.59882
ParlaMint-SI_2019-09-25-SDZ8-Redna-11	1	161.75978	17.20904
ParlaMint-SI_2014-03-27-SDZ6-Redna-23	1	113.39831	12.06404
ParlaMint-SI_2014-04-29-SDZ6-Izredna-62	1	191.0974	20.33016
ParlaMint-SI_2014-05-22-SDZ6-Redna-25	1	200.01913	21.27931
ParlaMint-SI_2008-04-22-SDZ4-Redna-38	1	182.67095	19.4337
ParlaMint-SI_2014-11-21-SDZ7-Redna-02	1	147.94288	15.73911
ParlaMint-SI_2014-12-19-SDZ7-Redna-03	1	118.85415	12.64446
ParlaMint-SI_2021-10-08-SDZ8-Izredna-84	1	156.46867	16.64614
ParlaMint-SI_2015-01-27-SDZ7-Redna-04	1	109.43881	11.6428
ParlaMint-SI_2013-11-21-SDZ6-Redna-19	1	198.33936	21.10061
ParlaMint-SI_2010-09-24-SDZ5-Redna-20	1	108.36762	11.52884
ParlaMint-SI_2015-01-30-SDZ7-Redna-04	1	124.93785	13.29169
ParlaMint-SI_2015-03-30-SDZ7-Redna-06	1	180.27462	19.17877
ParlaMint-SI_2015-06-05-SDZ7-Izredna-15	1	173.41658	18.44916
ParlaMint-SI_2020-12-15-SDZ8-Izredna-53	1	95.20707	10.12874
ParlaMint-SI_2015-09-22-SDZ7-Redna-11	1	166.74707	17.73962
ParlaMint-SI_2013-06-07-SDZ6-Izredna-38	1	178.39965	18.97929
ParlaMint-SI_2017-12-13-SDZ7-Redna-36	1	101.2146	10.76786
ParlaMint-SI_2020-04-28-SDZ8-Izredna-35	1	113.83916	12.11094
ParlaMint-SI_2015-09-29-SDZ7-Redna-11	1	183.19072	19.489
ParlaMint-SI_2016-09-20-SDZ7-Redna-22	1	91.94029	9.78119
ParlaMint-SI_2019-10-17-SDZ8-Izredna-27	1	136.06188	14.47513
ParlaMint-SI_2009-01-14-SDZ5-Izredna-05	1	153.09954	16.28771
ParlaMint-SI_2004-05-07-SDZ3-Izredna-44	1	116.15465	12.35727
ParlaMint-SI_2013-05-31-SDZ6-Izredna-37	1	743.41182	79.0889
ParlaMint-SI_2015-07-10-SDZ7-Redna-10	1	91.20254	9.70271
ParlaMint-SI_2015-11-04-SDZ7-Izredna-23	1	205.413	21.85315
ParlaMint-SI_2016-10-17-SDZ7-Redna-23	1	174.46266	18.56045
ParlaMint-SI_2012-12-21-SDZ6-Izredna-24	1	419.49833	44.62891
ParlaMint-SI_2010-09-29-SDZ5-Izredna-29	1	182.30957	19.39526
ParlaMint-SI_2021-11-15-SDZ8-Redna-27	1	213.48882	22.7123
ParlaMint-SI_2008-05-20-SDZ4-Redna-39	1	173.61197	18.46995
ParlaMint-SI_2006-11-02-SDZ4-Redna-21	1	167.01965	17.76862
ParlaMint-SI_2005-05-16-SDZ4-Redna-06	1	242.34148	25.78183
ParlaMint-SI_2015-11-23-SDZ7-Redna-13	1	141.10484	15.01163
ParlaMint-SI_2021-03-24-SDZ8-Izredna-67	1	102.60896	10.9162
ParlaMint-SI_2020-04-02-SDZ8-Izredna-33	1	136.60963	14.53341
ParlaMint-SI_2012-10-25-SDZ6-Redna-07	1	120.96491	12.86902
ParlaMint-SI_2016-03-03-SDZ7-Izredna-29	1	160.40442	17.06485
ParlaMint-SI_2016-03-30-SDZ7-Redna-17	1	105.10325	11.18155
ParlaMint-SI_2006-04-25-SDZ4-Redna-16	1	127.45182	13.55914
ParlaMint-SI_2006-02-13-SDZ4-Izredna-17	1	137.82954	14.66319
ParlaMint-SI_2013-04-22-SDZ6-Redna-13	1	232.64278	24.75002
ParlaMint-SI_2016-04-18-SDZ7-Redna-18	1	212.59554	22.61727
ParlaMint-SI_2016-05-17-SDZ7-Redna-19	1	90.59951	9.63855
ParlaMint-SI_2010-10-21-SDZ5-Redna-21	1	143.40177	15.256
ParlaMint-SI_2014-04-01-SDZ6-Izredna-59	1	201.30422	21.41603
ParlaMint-SI_2016-10-18-SDZ7-Redna-23	1	83.2259	8.8541
ParlaMint-SI_2004-02-02-SDZ3-Izredna-39	1	160.79406	17.1063
ParlaMint-SI_2008-05-22-SDZ4-Redna-39	1	91.12562	9.69453
ParlaMint-SI_2009-05-20-SDZ5-Redna-06	1	145.40489	15.4691
ParlaMint-SI_2017-03-24-SDZ7-Redna-28	1	200.8354	21.36615
ParlaMint-SI_2013-09-25-SDZ6-Redna-17	1	156.68254	16.66889
ParlaMint-SI_2001-07-06-SDZ3-Redna-07	1	389.65714	41.45421
ParlaMint-SI_2017-04-20-SDZ7-Redna-29	1	106.50614	11.3308
ParlaMint-SI_2017-04-26-SDZ7-Redna-29	1	167.66016	17.83676
ParlaMint-SI_2003-11-25-SDZ3-Redna-31	1	96.73956	10.29177
ParlaMint-SI_2003-05-29-SDZ3-Redna-26	1	229.19387	24.38311
ParlaMint-SI_2017-09-13-SDZ7-Izredna-47	1	78.47142	8.34829
ParlaMint-SI_2016-11-18-SDZ7-Redna-24	1	129.96114	13.8261
ParlaMint-SI_2015-04-24-SDZ7-Redna-07	1	225.46652	23.98657
ParlaMint-SI_2020-09-21-SDZ8-Redna-20	1	130.33054	13.86539
ParlaMint-SI_2014-05-14-SDZ6-Izredna-64	1	149.36516	15.89042
ParlaMint-SI_2020-10-19-SDZ8-Redna-21	1	138.47116	14.73145
ParlaMint-SI_2019-06-17-SDZ8-Redna-09	1	131.29722	13.96824
ParlaMint-SI_2013-03-04-SDZ6-Redna-11	1	816.22951	86.83571
ParlaMint-SI_2020-11-27-SDZ8-Izredna-50	1	1248.63165	132.83741
ParlaMint-SI_2015-01-26-SDZ7-Redna-04	1	164.12955	17.46115
ParlaMint-SI_2018-12-14-SDZ8-Redna-03	1	125.92537	13.39674
ParlaMint-SI_2003-03-26-SDZ3-Redna-24	1	213.52761	22.71643
ParlaMint-SI_2016-02-29-SDZ7-Redna-16	1	128.88836	13.71197
ParlaMint-SI_2016-04-20-SDZ7-Redna-18	1	130.75477	13.91053
ParlaMint-SI_2015-05-22-SDZ7-Izredna-14	1	200.52691	21.33333
ParlaMint-SI_2001-04-19-SDZ3-Redna-05	1	295.79266	31.46831
ParlaMint-SI_2009-10-05-SDZ5-Izredna-14	1	173.84958	18.49523
ParlaMint-SI_2021-03-01-SDZ8-Izredna-63	1	165.34211	17.59015
ParlaMint-SI_2015-03-27-SDZ7-Redna-06	1	149.4982	15.90457
ParlaMint-SI_2021-07-05-SDZ8-Redna-24	1	146.09871	15.54291
ParlaMint-SI_2021-06-15-SDZ8-Izredna-77	1	246.70479	26.24603
ParlaMint-SI_2015-03-31-SDZ7-Redna-06	1	103.30021	10.98974
ParlaMint-SI_2009-12-15-SDZ5-Redna-12	1	116.54639	12.39895
ParlaMint-SI_2006-03-03-SDZ4-Redna-14	1	265.98656	28.29735
ParlaMint-SI_2021-05-26-SDZ8-Izredna-75	1	101.63265	10.81233
ParlaMint-SI_2001-06-19-SDZ3-Redna-07	1	280.71372	29.86412
ParlaMint-SI_2021-03-23-SDZ8-Izredna-67	1	142.086	15.11602
ParlaMint-SI_2015-03-25-SDZ7-Redna-06	1	158.34806	16.84608
ParlaMint-SI_2002-02-19-SDZ3-Redna-13	1	293.20001	31.19249
ParlaMint-SI_2015-07-15-SDZ7-Redna-10	1	97.6298	10.38648
ParlaMint-SI_2021-03-03-SDZ8-Izredna-63	1	99.28281	10.56234
ParlaMint-SI_2012-04-18-SDZ6-Redna-02	1	270.99403	28.83008
ParlaMint-SI_2010-05-03-SDZ5-Izredna-23	1	151.49565	16.11707
ParlaMint-SI_2009-06-18-SDZ5-Redna-07	1	112.16022	11.93232
ParlaMint-SI_2021-12-13-SDZ8-Redna-28	1	189.69746	20.18123
ParlaMint-SI_2013-01-30-SDZ6-Redna-10	1	151.90205	16.16031
ParlaMint-SI_2014-06-12-SDZ6-Izredna-69	1	172.50319	18.35199
ParlaMint-SI_2011-05-20-SDZ5-Redna-28	1	133.76166	14.23042
ParlaMint-SI_2018-11-28-SDZ8-Redna-02	1	122.46686	13.02881
ParlaMint-SI_2021-11-22-SDZ8-Redna-27	1	120.38241	12.80705
ParlaMint-SI_2005-11-21-SDZ4-Redna-11	1	272.20257	28.95865
ParlaMint-SI_2019-06-21-SDZ8-Izredna-24	1	102.66275	10.92192
ParlaMint-SI_2010-10-22-SDZ5-Redna-21	1	182.84151	19.45185
ParlaMint-SI_2018-02-16-SDZ7-Redna-38	1	154.65882	16.45359
ParlaMint-SI_2012-01-11-SDZ6-Izredna-02	1	285.9398	30.4201
ParlaMint-SI_2022-02-04-SDZ8-Redna-29	1	138.09683	14.69162
ParlaMint-SI_2019-11-21-SDZ8-Redna-13	1	106.60398	11.34121
ParlaMint-SI_2017-10-24-SDZ7-Redna-34	1	114.49783	12.18101
ParlaMint-SI_2011-04-21-SDZ5-Redna-27	1	142.60118	15.17082
ParlaMint-SI_2005-06-15-SDZ4-Redna-07	1	400.61796	42.6203
ParlaMint-SI_2002-05-29-SDZ3-Redna-16	1	217.57052	23.14654
ParlaMint-SI_2022-03-23-SDZ8-Redna-30	1	158.51897	16.86426
ParlaMint-SI_2018-08-23-SDZ8-Izredna-05	1	802.02211	85.32423
ParlaMint-SI_2021-05-14-SDZ8-Izredna-73	1	222.57818	23.67929
ParlaMint-SI_2020-11-17-SDZ8-Izredna-48	1	96.8512	10.30365
ParlaMint-SI_2022-01-31-SDZ8-Redna-29	1	128.78241	13.70069
ParlaMint-SI_2020-12-29-SDZ8-Izredna-55	1	115.19945	12.25565
ParlaMint-SI_2020-11-16-SDZ8-Izredna-48	1	111.8426	11.89853
ParlaMint-SI_2003-11-18-SDZ3-Izredna-35	1	116.97424	12.44447
ParlaMint-SI_2018-03-23-SDZ7-Redna-39	1	168.39002	17.9144
ParlaMint-SI_2021-10-20-SDZ8-Redna-26	1	107.24007	11.40888
ParlaMint-SI_2015-09-24-SDZ7-Redna-11	1	98.51282	10.48042
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25	1	154.86521	16.47555
ParlaMint-SI_2013-09-23-SDZ6-Redna-17	1	157.16983	16.72073
ParlaMint-SI_2013-03-05-SDZ6-Izredna-30	1	1397.30921	148.65468
ParlaMint-SI_2016-02-28-SDZ7-Redna-15	1	142.62714	15.17359
ParlaMint-SI_2006-07-13-SDZ4-Redna-19	1	122.95064	13.08027
ParlaMint-SI_2018-02-12-SDZ7-Redna-38	1	188.09932	20.01121
ParlaMint-SI_2020-09-29-SDZ8-Redna-20	1	93.00647	9.89462
ParlaMint-SI_2021-10-25-SDZ8-Redna-26	1	107.70949	11.45882
ParlaMint-SI_2013-12-20-SDZ6-Izredna-52	1	189.5177	20.1621
ParlaMint-SI_2021-07-07-SDZ8-Redna-24	1	199.81929	21.25805
ParlaMint-SI_2018-03-07-SDZ7-Izredna-54	1	159.43313	16.96151
ParlaMint-SI_2021-10-26-SDZ8-Izredna-85	1	155.43887	16.53658
ParlaMint-SI_2002-03-28-SDZ3-Redna-14	1	219.47043	23.34867
ParlaMint-SI_2021-10-18-SDZ8-Redna-26	1	164.73937	17.52603
ParlaMint-SI_2007-07-11-SDZ4-Redna-30	1	98.13741	10.44048
ParlaMint-SI_2016-05-18-SDZ7-Redna-19	1	94.00451	10.0008
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93	1	437.70426	46.56577
ParlaMint-SI_2017-09-22-SDZ7-Redna-33	1	167.57945	17.82817
ParlaMint-SI_2021-03-15-SDZ8-Izredna-65	1	74.16404	7.89004
ParlaMint-SI_2020-06-15-SDZ8-Redna-18	1	171.58372	18.25417
ParlaMint-SI_2009-11-19-SDZ5-Redna-11	1	125.83602	13.38724
ParlaMint-SI_2019-11-22-SDZ8-Izredna-28	1	233.42271	24.833
ParlaMint-SI_2008-06-16-SDZ4-Redna-40	1	256.36009	27.27322
ParlaMint-SI_2001-06-22-SDZ3-Redna-07	1	511.57609	54.42473
ParlaMint-SI_2009-09-25-SDZ5-Redna-09	1	155.37977	16.53029
ParlaMint-SI_2011-02-28-SDZ5-Redna-25	1	171.55866	18.25151
ParlaMint-SI_2015-07-14-SDZ7-Redna-10	1	79.65307	8.474
ParlaMint-SI_2017-02-13-SDZ7-Redna-27	1	197.61798	21.02386
ParlaMint-SI_2021-11-23-SDZ8-Redna-27	1	154.54948	16.44196
ParlaMint-SI_2019-10-29-SDZ8-Redna-12	1	160.65116	17.0911
ParlaMint-SI_2020-01-27-SDZ8-Redna-15	1	136.11705	14.481
ParlaMint-SI_2019-12-18-SDZ8-Redna-14	1	241.02411	25.64168
ParlaMint-SI_2019-01-30-SDZ8-Redna-04	1	123.6949	13.15945
ParlaMint-SI_2008-06-19-SDZ4-Redna-40	1	91.49728	9.73407
ParlaMint-SI_2020-03-19-SDZ8-Izredna-32	1	125.54526	13.35631
ParlaMint-SI_2019-10-21-SDZ8-Redna-12	1	120.20998	12.78871
ParlaMint-SI_2003-01-27-SDZ3-Redna-22	1	367.00371	39.0442
ParlaMint-SI_2014-02-07-SDZ6-Izredna-54	1	138.29188	14.71237
ParlaMint-SI_2007-02-02-SDZ4-Redna-24	1	212.60996	22.61881
ParlaMint-SI_2016-06-15-SDZ7-Redna-20	1	85.93382	9.14219
ParlaMint-SI_2017-07-10-SDZ7-Redna-32	1	148.72471	15.82228
ParlaMint-SI_2019-03-20-SDZ8-Izredna-20	1	253.73732	26.9942
ParlaMint-SI_2009-05-14-SDZ5-Redna-05	1	291.6806	31.03084
ParlaMint-SI_2010-07-09-SDZ5-Redna-19	1	151.89469	16.15953
ParlaMint-SI_2017-09-26-SDZ7-Redna-33	1	135.76121	14.44314
ParlaMint-SI_2019-09-24-SDZ8-Redna-11	1	128.64493	13.68607
ParlaMint-SI_2019-06-20-SDZ8-Redna-09	1	148.65415	15.81478
ParlaMint-SI_2020-06-16-SDZ8-Redna-18	1	209.09129	22.24447
ParlaMint-SI_2015-12-17-SDZ7-Redna-14	1	120.97736	12.87034
ParlaMint-SI_2019-05-21-SDZ8-Redna-08	1	99.43404	10.57843
ParlaMint-SI_2007-10-24-SDZ4-Redna-32	1	196.26867	20.88031
ParlaMint-SI_2015-09-21-SDZ7-Redna-11	1	147.36304	15.67742
ParlaMint-SI_2006-11-16-SDZ4-Izredna-23	1	87.58164	9.31749
ParlaMint-SI_2022-03-17-SDZ8-Redna-30	1	178.03135	18.94011
ParlaMint-SI_2019-03-26-SDZ8-Redna-06	1	281.83315	29.98321
ParlaMint-SI_2020-03-05-SDZ8-Redna-16	1	110.65239	11.77191
ParlaMint-SI_2019-03-04-SDZ8-Redna-05	1	203.82287	21.68398
ParlaMint-SI_2018-02-14-SDZ7-Redna-38	1	208.34513	22.16509
ParlaMint-SI_2016-01-28-SDZ7-Redna-15	1	141.72395	15.0775
ParlaMint-SI_2009-12-17-SDZ5-Redna-12	1	88.02535	9.3647
ParlaMint-SI_2021-09-21-SDZ8-Redna-25	1	139.06938	14.79509
ParlaMint-SI_2018-04-26-SDZ7-Izredna-62	1	222.2624	23.64569
ParlaMint-SI_2013-09-26-SDZ6-Redna-17	1	308.40931	32.81055
ParlaMint-SI_2017-09-18-SDZ7-Redna-33	1	173.60235	18.46893
ParlaMint-SI_2018-02-15-SDZ7-Redna-38	1	191.54133	20.37739
ParlaMint-SI_2016-11-16-SDZ7-Redna-24	1	82.27812	8.75327
ParlaMint-SI_2019-10-24-SDZ8-Redna-12	1	137.28802	14.60558
ParlaMint-SI_2018-03-19-SDZ7-Redna-39	1	181.27939	19.28566
ParlaMint-SI_2006-09-25-SDZ4-Redna-20	1	198.08023	21.07304
ParlaMint-SI_2018-01-09-SDZ7-Izredna-53	1	139.0159	14.7894
ParlaMint-SI_2017-12-15-SDZ7-Redna-36	1	142.01301	15.10825
ParlaMint-SI_2009-11-20-SDZ5-Redna-11	1	182.38739	19.40354
ParlaMint-SI_2017-11-21-SDZ7-Redna-35	1	187.08475	19.90327
ParlaMint-SI_2017-10-16-SDZ7-Redna-34	1	186.45017	19.83576
ParlaMint-SI_2012-12-06-SDZ6-Izredna-23	1	367.8511	39.13435
ParlaMint-SI_2012-11-19-SDZ6-Redna-08	1	133.10439	14.1605
ParlaMint-SI_2012-07-18-SDZ6-Izredna-16	1	159.26564	16.9437
ParlaMint-SI_2012-04-21-SDZ6-Izredna-42	1	271.83259	28.91929
ParlaMint-SI_2012-01-26-SDZ6-Izredna-04	1	699.07029	74.37156
ParlaMint-SI_2011-06-16-SDZ5-Redna-29	1	117.27342	12.4763
ParlaMint-SI_2011-06-15-SDZ5-Redna-29	1	136.09931	14.47911
ParlaMint-SI_2006-11-21-SDZ4-Redna-22	1	171.64011	18.26017
ParlaMint-SI_2011-05-16-SDZ5-Redna-28	1	195.17242	20.76369
ParlaMint-SI_2011-05-04-SDZ5-Redna-27	1	200.85256	21.36798
ParlaMint-SI_2004-06-23-SDZ3-Izredna-47	1	164.99384	17.5531
ParlaMint-SI_2011-04-21-SDZ5-Izredna-42	1	271.22079	28.8542
ParlaMint-SI_2011-03-29-SDZ5-Redna-26	1	114.35018	12.1653
ParlaMint-SI_2011-03-04-SDZ5-Redna-25	1	249.12404	26.50341
ParlaMint-SI_2010-10-29-SDZ5-Izredna-29	1	183.74578	19.54805
ParlaMint-SI_2010-10-18-SDZ5-Redna-21	1	183.1693	19.48672
ParlaMint-SI_2005-03-22-SDZ4-Redna-04	1	165.05468	17.55957
ParlaMint-SI_2010-09-23-SDZ5-Redna-20	1	93.40759	9.9373
ParlaMint-SI_2010-06-17-SDZ5-Redna-18	1	114.72281	12.20495
ParlaMint-SI_2010-05-21-SDZ5-Redna-17	1	168.13099	17.88685
ParlaMint-SI_2001-01-11-SDZ3-Izredna-04	1	357.68861	38.0532
ParlaMint-SI_2010-05-18-SDZ5-Redna-17	1	114.34044	12.16427
ParlaMint-SI_2010-04-07-SDZ5-Izredna-22	1	273.97182	29.14687
ParlaMint-SI_2010-03-18-SDZ5-Izredna-20	1	219.57809	23.36012
ParlaMint-SI_2009-03-24-SDZ5-Izredna-08	1	530.69665	56.4589
ParlaMint-SI_2010-03-05-SDZ5-Redna-14	1	117.85127	12.53777
ParlaMint-SI_2010-03-02-SDZ5-Redna-14	1	85.00361	9.04323
ParlaMint-SI_2010-02-12-SDZ5-Izredna-19	1	119.46138	12.70906
ParlaMint-SI_2010-02-02-SDZ5-Redna-13	1	149.71727	15.92788
ParlaMint-SI_2009-12-14-SDZ5-Redna-12	1	181.52445	19.31173
ParlaMint-SI_2009-11-17-SDZ5-Redna-11	1	154.77087	16.46551
ParlaMint-SI_2009-11-16-SDZ5-Redna-11	1	191.6624	20.39027
ParlaMint-SI_2009-07-13-SDZ5-Redna-08	1	120.01812	12.76829
ParlaMint-SI_2004-07-09-SDZ3-Redna-38	1	338.69128	36.03214
ParlaMint-SI_2009-05-19-SDZ5-Redna-06	1	134.34091	14.29204
ParlaMint-SI_2006-10-23-SDZ4-Redna-21	1	298.97262	31.80662
ParlaMint-SI_2009-03-27-SDZ5-Redna-04	1	221.98945	23.61665
ParlaMint-SI_2007-11-26-SDZ4-Izredna-30	1	116.38044	12.38129
ParlaMint-SI_2003-07-11-SDZ3-Redna-28	1	313.44868	33.34667
ParlaMint-SI_2009-03-26-SDZ5-Redna-04	1	173.66008	18.47507
ParlaMint-SI_2002-02-21-SDZ3-Redna-13	1	253.21101	26.9382
ParlaMint-SI_2009-03-04-SDZ5-Redna-03	1	131.55632	13.9958
ParlaMint-SI_2009-01-26-SDZ5-Redna-02	1	214.96327	22.86917
ParlaMint-SI_2008-12-22-SDZ5-Izredna-04	1	142.55576	15.16599
ParlaMint-SI_2001-01-31-SDZ3-Redna-02	1	272.06863	28.9444
ParlaMint-SI_2008-05-19-SDZ4-Redna-39	1	236.22083	25.13068
ParlaMint-SI_2008-04-01-SDZ4-Redna-37	1	111.78274	11.89216
ParlaMint-SI_2008-03-27-SDZ4-Redna-37	1	131.63923	14.00462
ParlaMint-SI_2008-03-05-SDZ4-Izredna-34	1	144.31103	15.35273
ParlaMint-SI_2008-02-28-SDZ4-Redna-36	1	130.88222	13.92409
ParlaMint-SI_2008-02-14-SDZ4-Izredna-33	1	116.12021	12.35361
ParlaMint-SI_2008-02-06-SDZ4-Redna-35	1	114.01729	12.12989
ParlaMint-SI_2008-01-22-SDZ4-Izredna-32	1	172.50003	18.35165
ParlaMint-SI_2007-11-26-SDZ4-Izredna-31	1	116.38044	12.38129
ParlaMint-SI_2007-11-21-SDZ4-Redna-33	1	135.2864	14.39263
ParlaMint-SI_2007-10-25-SDZ4-Redna-32	1	109.96372	11.69864
ParlaMint-SI_2004-07-05-SDZ3-Izredna-48	1	147.3284	15.67374
ParlaMint-SI_2007-07-10-SDZ4-Redna-30	1	85.79264	9.12717
ParlaMint-SI_2007-02-15-SDZ4-Izredna-26	1	132.70039	14.11751
ParlaMint-SI_2006-01-11-SDZ4-Izredna-14	1	308.06565	32.77399
ParlaMint-SI_2007-01-31-SDZ4-Redna-24	1	118.37219	12.59319
ParlaMint-SI_2006-12-13-SDZ4-Izredna-25	1	242.24156	25.7712
ParlaMint-SI_2006-11-29-SDZ4-Redna-22	1	105.3046	11.20298
ParlaMint-SI_2006-11-28-SDZ4-Redna-22	1	131.49375	13.98914
ParlaMint-SI_2004-11-09-SDZ4-Izredna-01	1	227.55705	24.20897
ParlaMint-SI_2004-07-06-SDZ3-Izredna-48	1	310.46701	33.02946
ParlaMint-SI_2006-05-30-SDZ4-Redna-17	1	192.1011	20.43694
ParlaMint-SI_2006-05-25-SDZ4-Redna-17	1	148.02676	15.74803
ParlaMint-SI_2006-03-31-SDZ4-Redna-15	1	212.94713	22.65467
ParlaMint-SI_2006-03-29-SDZ4-Redna-15	1	114.77885	12.21091
ParlaMint-SI_2006-03-02-SDZ4-Redna-14	1	154.18695	16.40339
ParlaMint-SI_2005-09-26-SDZ4-Redna-09	1	204.0308	21.7061
ParlaMint-SI_2006-02-28-SDZ4-Redna-14	1	123.5015	13.13888
ParlaMint-SI_2006-02-27-SDZ4-Redna-14	1	262.50277	27.92672
ParlaMint-SI_2005-12-14-SDZ4-Redna-12	1	269.42499	28.66315
ParlaMint-SI_2005-12-12-SDZ4-Izredna-13	1	214.04789	22.77178
ParlaMint-SI_2005-10-25-SDZ4-Redna-10	1	122.97959	13.08335
ParlaMint-SI_2005-10-24-SDZ4-Redna-10	1	267.66805	28.47624
ParlaMint-SI_2005-07-15-SDZ4-Redna-08	1	169.47999	18.03036
ParlaMint-SI_2005-07-11-SDZ4-Redna-08	1	231.20078	24.59662
ParlaMint-SI_2005-05-18-SDZ4-Redna-06	1	195.13596	20.75981
ParlaMint-SI_2005-04-20-SDZ4-Redna-05	1	144.26452	15.34778
ParlaMint-SI_2004-09-01-SDZ3-Izredna-50	1	139.37456	14.82756
ParlaMint-SI_2004-05-18-SDZ3-Redna-36	1	144.55071	15.37823
ParlaMint-SI_2004-04-21-SDZ3-Izredna-43	1	226.19899	24.06449
ParlaMint-SI_2004-04-19-SDZ3-Izredna-43	1	103.63277	11.02512
ParlaMint-SI_2004-02-26-SDZ3-Redna-34	1	118.90677	12.65006
ParlaMint-SI_2004-02-23-SDZ3-Redna-34	1	205.82682	21.89717
ParlaMint-SI_2003-05-26-SDZ3-Redna-26	1	734.46625	78.13721
ParlaMint-SI_2003-03-24-SDZ3-Redna-24	1	300.88665	32.01024
ParlaMint-SI_2003-01-28-SDZ3-Redna-22	1	225.0293	23.94005
ParlaMint-SI_2002-10-24-SDZ3-Redna-19	1	149.22763	15.87579
ParlaMint-SI_2002-09-23-SDZ3-Redna-18	1	274.22759	29.17408
ParlaMint-SI_2002-06-13-SDZ3-Izredna-20	1	248.49179	26.43614
ParlaMint-SI_2002-05-15-SDZ3-Izredna-19	1	249.64674	26.55901
ParlaMint-SI_2002-04-17-SDZ3-Redna-15	1	415.30946	44.18327
ParlaMint-SI_2002-04-16-SDZ3-Redna-15	1	321.95161	34.25127
ParlaMint-SI_2002-01-23-SDZ3-Redna-12	1	233.05809	24.79421
ParlaMint-SI_2001-10-02-SDZ3-Redna-08	1	355.98179	37.87162
ParlaMint-SI_2001-01-30-SDZ3-Redna-02	1	466.60209	49.64011
speech.senti_3	Frequency	Relative density	Relative in text types
Negativen	725	131.06137	13.94314
Nevtralen	78	35.32901	3.75853
Pozitiven	66	69.44277	7.38776
speech.senti_6	Frequency	Relative density	Relative in text types
negativen	612	152.08231	16.17949
mešano negativen	113	74.95242	7.97392
mešano pozitiven	50	65.03114	6.91843
nevtralno pozitiven	43	39.23328	4.17389
nevtralno negativen	35	31.48023	3.34907
pozitiven	16	88.12485	9.37528
speech.senti_n	Frequency	Relative density	Relative in text types
0	260	173.8112	18.49115
0.01	30	178.5405	18.99428
0.04	24	124.10093	13.20265
0.03	24	230.34879	24.50597
0.02	20	140.26408	14.92219
0.05	15	181.06266	19.2626
0.08	15	125.22558	13.3223
0.36	11	364.31658	38.75832
0.26	10	278.34136	29.61173
0.25	10	263.65804	28.04963
0.07	10	176.45655	18.77257
0.12	9	117.29553	12.47865
0.06	9	118.43003	12.59934
0.16	8	128.60181	13.68148
0.18	8	194.16503	20.65652
0.2	7	145.54448	15.48395
0.52	7	267.98857	28.51033
0.54	7	286.71855	30.50295
0.4	6	101.30605	10.77758
0.33	6	194.30032	20.67091
0.1	6	116.51797	12.39593
0.46	6	237.09472	25.22365
0.15	6	157.0075	16.70346
0.09	6	107.08267	11.39214
0.5	6	233.94266	24.88831
0.45	5	165.03034	17.55698
0.29	5	128.48983	13.66957
0.22	5	120.49073	12.81857
0.14	5	113.03014	12.02487
0.23	5	139.06938	14.79509
0.27	5	134.84894	14.34609
0.34	5	177.193	18.85092
0.17	5	126.78857	13.48858
0.11	5	118.58156	12.61546
0.66	5	202.95414	21.59156
0.67	5	209.21043	22.25714
0.78	5	255.7449	27.20777
0.96	4	270.44824	28.77201
0.13	4	97.33434	10.35505
0.21	4	99.77469	10.61467
0.39	4	161.46039	17.17719
0.44	4	108.04686	11.49472
0.37	4	140.9414	14.99425
