method name: freqs			
corpus: parlamint51_si			
subcorpus: -			
concordance size: 869			
"query: Query:([lemma=""""naš""""][]{1,3}[lemma=""""vaš""""])|([lemma=""""vaš""""][]{1,3}[lemma=""""naš""""])within<s/>"			
speech.subcorpus	Frequency	Relative density	Relative in text types
Referenčni	732	95.82904	10.19491
COVID	133	133.83529	14.23825
COVID,Vojna	4	69.39813	7.38302
Parliamentary body	Frequency	Relative density	Relative in text types
Spodnji dom	869	100	10.63864
speech.date	Frequency	Relative density	Relative in text types
Nemec, Matjaž	3	93.73827	9.97248
Cerar, Miro	3	120.64972	12.83549
Divjak Mirnik, Lidija	3	187.02767	19.8972
Brunskole, Renata	3	85.16483	9.06038
Krivec, Danijel	3	73.31086	7.79928
Prijatelj, Srečko	3	81.35591	8.65516
Juri, Aurelio	3	223.70826	23.79951
Pikalo, Jernej	3	370.5191	39.41819
Podobnik, Janez	3	64.63591	6.87638
Lavtižar Bebler, Darja	3	128.14859	13.63327
Trofenik, Vili	3	141.20093	15.02186
Džuban, Geza	3	192.09718	20.43652
Bajuk, Andrej	3	60.78872	6.46709
Lavrinc, Maksimiljan	3	268.98296	28.61612
Sok, Alojz	3	39.77474	4.23149
Brenčič, Stanislav	3	108.89154	11.58458
Germič, Ljubo	3	53.59608	5.70189
Virant, Gregor	2	48.39207	5.14826
Žgajner Tavš, Barbara	2	50.93846	5.41916
Pavliha, Marko	2	81.82759	8.70534
Bogovič, Franc	2	49.77784	5.29568
Brglez, Milan	2	26.30471	2.79846
Lah, Zvonko	2	58.80545	6.2561
Hršak, Ivan	2	109.10789	11.60759
Hrovat, Robert	2	107.00323	11.38369
Verbič, Dušan	2	60.49627	6.43598
Čuš, Andrej	2	106.39764	11.31926
Kaloh, Dejan	2	227.18306	24.16918
Koprivc, Marko	2	128.11977	13.6302
Žveglič, Roman	2	440.91747	46.90762
Kopmajer, Benedikt	2	346.91637	36.90718
Horvat, Mitja	2	175.90574	18.71398
Hot, Meira	2	135.53316	14.41888
Slapnik, Tadej	2	405.76284	43.16764
Moškrič, Janez	2	404.19252	43.00058
Doblekar, Boris	2	114.04219	12.13254
Kordiš, Miha	2	26.61628	2.83161
Lep, Jurij	2	126.63877	13.47264
Šircelj, Andrej	2	29.83761	3.17432
Pavlišič, Marko	2	230.89694	24.56429
Bajc, Josip	2	137.89526	14.67018
Petek, Milan	2	95.23891	10.13212
Rožej, Vito	2	89.97424	9.57203
Presečnik, Jakob	2	53.32346	5.67289
Kremžar, Leopold	2	224.15727	23.84728
Verlič, Peter	2	192.94891	20.52714
Kumer, Dušan	2	65.13231	6.92919
Kresal, Katarina	2	267.40915	28.44869
Gulič, Aleš	2	97.98345	10.4241
Terčon, Davorin	2	168.75127	17.95284
Drobnič, Janez	2	39.98936	4.25432
Ferluga, Marko	1	66.44024	7.06834
Vilfan, Peter	1	136.49061	14.52074
Hočevar, Katarina	1	106.3122	11.31017
Kovačič, Aljaž	1	87.13672	9.27016
Smodiš, Branko	1	790.82106	84.13259
Dimic, Iva	1	20.82381	2.21537
Potrata, Majda	1	9.7183	1.0339
Tomc, Romana	1	46.7968	4.97854
Kotnik Poropat, Marjana	1	48.41013	5.15018
Guček Zakošek, Margareta	1	307.97481	32.76433
Nussdorfer, Vlasta	1	225.01853	23.93891
Žnidar, Ljubo	1	53.53575	5.69547
Levičar, Marinka	1	180.77387	19.23188
Klemenčič, Goran	1	69.56608	7.40088
Areh Lavrič, Sonja	1	518.23239	55.13287
Počivalšek, Zdravko	1	69.31063	7.37371
Muršič, Bojana	1	21.64363	2.30259
Opec, Jasmina	1	190.65167	20.28274
Lep Šimenko, Suzana	1	38.42069	4.08744
Bačič, Marija	1	88.84404	9.4518
Gaber, Slavko	1	70.18891	7.46714
Zamernik, Bogomir	1	183.50902	19.52286
Petek, Miro	1	60.81625	6.47002
Stepišnik, Stanko	1	158.24942	16.83558
Krajnc, Miran	1	25200.26563	2680.96515
Hainz, Primož	1	36.1737	3.84839
Vnučec, Bogomir	1	141.64066	15.06864
Drnovšek, Janez	1	133.79021	14.23346
Jenko, Jana	1	166.28395	17.69035
Grill, Ivan	1	26.99961	2.87239
Reberšek, Aleksander	1	82.74747	8.8032
Starović, Vojko	1	53.62401	5.70486
Dekleva, Erika	1	195.45651	20.79391
Kek, Franci	1	264.07358	28.09383
Petavar Dobovšek, Damijana	1	326.33312	34.7174
Katič, Andreja	1	62.44776	6.64359
Golubović, Brane	1	127.54348	13.56889
Cigler, Željko	1	54.32755	5.77971
Bricelj, Mitja	1	1071.55712	113.99909
Ivanuša, Jani	1	61.24021	6.51512
Maher, Igor	1	3977.86673	423.19086
Vogrin, Ivan	1	91.23176	9.70582
Leben, Jure	1	983.74663	104.65725
Rihter, Andreja	1	146.21007	15.55476
Zorčič, Igor	1	18.32229	1.94924
Škopac, Maruša	1	255.26706	27.15694
Tisel, Štefan	1	163.30546	17.37348
Erjavec, Karl Viktor	1	50.17428	5.33786
Keber, Dušan	1	83.49425	8.88265
Klun, Miroslav	1	1066.33001	113.44299
Žnidaršič, Franc	1	38.31264	4.07594
Podkrajšek, Bojan	1	56.60798	6.02232
Udovč, Mateja	1	67.80569	7.2136
Hojs, Aleš	1	72.89696	7.75524
Vrhunec, Simon	1	690.64652	73.47539
Mahnič, Žan	1	21.91501	2.33146
Rajh, Andrej	1	39.09569	4.15925
Tašner Vatovec, Matej	1	21.65984	2.30431
Marinič, Branko	1	61.27255	6.51856
Lenart, Jože	1	48.68141	5.17904
Györek, Miran	1	60.09692	6.39349
Seleznjov, Genadij	1	4962.8823	527.9831
Čepič, Bogdan	1	66.58897	7.08416
Juri, Luka	1	72.05043	7.66518
Lukačič, Marija	1	511.46474	54.41288
Majnik, Lidija	1	311.7438	33.1653
Vučko, Dušan	1	105.06683	11.17768
Juri, Franco	1	37.11995	3.94906
Pozsonec, Maria	1	149.56242	15.91141
Zalar, Aleš	1	89.57127	9.52916
Magajna, Andrej	1	120.45337	12.8146
Lukšič, Igor	1	148.20647	15.76715
Irgl, Eva	1	20.77507	2.21018
Kampuš, Anton	1	175.77416	18.69998
Križman, Marijan	1	170.90673	18.18215
Črnugelj, Silva	1	59.58869	6.33943
Zanoškar, Matjaž	1	67.46938	7.17782
Mencinger, Tomaž Tom	1	1082.2912	115.14105
Zver, Milan	1	116.33723	12.3767
Školč, Jožef	1	34.54654	3.67528
Štebe, Tomaž	1	87.66332	9.32618
Jeršič, Tomaž	1	921.44879	98.0296
Veršnik, Rudi	1	96.42794	10.25862
Bručan, Andrej	1	76.27521	8.11464
Prevc, Mihael	1	46.39009	4.93527
Rokavec, Franci	1	45.07384	4.79524
Kebrič, Ivan	1	88.82221	9.44947
Stopar, Stanislava	1	1021.92858	108.71929
Kelemina, Branko	1	33.896	3.60607
speech.speaker_gender	Frequency	Relative density	Relative in text types
M	672	97.3606	10.35784
F	197	110.1898	11.72269
speech.speaker_birth	Frequency	Relative density	Relative in text types
1955	61	121.21383	12.8955
1956	50	130.70961	13.90572
1961	45	185.99614	19.78746
1963	43	121.15411	12.88915
1962	43	94.74321	10.07939
1970	42	216.67172	23.05092
1969	36	145.68503	15.4989
1978	34	183.26793	19.49721
1973	33	210.20415	22.36286
1972	32	142.75955	15.18767
1960	29	54.5708	5.80559
1949	28	102.5442	10.90931
1971	25	95.88403	10.20075
1953	25	154.41512	16.42767
1943	24	104.18844	11.08423
1959	24	65.2647	6.94328
1965	22	106.41384	11.32098
1950	19	75.66227	8.04944
1964	16	79.73423	8.48264
1983	16	138.47906	14.73229
1967	14	70.29276	7.47819
1966	13	271.8471	28.92083
1974	13	93.72972	9.97157
1958	13	60.75976	6.46401
1980	13	159.0128	16.9168
1946	12	124.04136	13.19631
 -	11	38.28987	4.07352
1976	11	80.17137	8.52914
1986	10	291.49879	31.0115
1981	10	410.92838	43.71718
1948	9	36.95799	3.93183
1985	9	203.1484	21.61222
1947	9	79.23536	8.42956
1968	8	111.08179	11.81759
1987	8	95.13865	10.12146
1957	8	53.79976	5.72356
1990	7	86.92169	9.24728
1952	6	54.40559	5.78801
1938	6	57.28659	6.09451
1975	5	113.93354	12.12098
1991	5	348.30212	37.0546
1979	4	43.14965	4.59054
1954	4	23.86954	2.53939
1989	3	34.63475	3.68467
1993	3	338.13894	35.97338
1977	2	32.04834	3.40951
1951	2	23.33257	2.48227
1940	2	53.14363	5.65376
1944	1	13.92496	1.48143
1925	1	88.82221	9.44947
speech.speaker_party	Frequency	Relative density	Relative in text types
SDS	258	122.09782	12.98955
SD	129	126.49786	13.45765
LDS	64	90.08924	9.58427
 -	53	58.84749	6.26057
NSi	49	73.67464	7.83798
PS	43	264.30653	28.11862
LMŠ	40	195.24641	20.77156
SLS	39	111.38868	11.85024
Levica	31	123.8562	13.17661
SMC	29	58.18213	6.18979
Zares	28	135.62591	14.42875
SNS	27	70.96779	7.55001
DeSUS	24	53.62128	5.70457
SAB	16	147.72767	15.71621
NP	12	107.76227	11.46444
ZL	7	53.09814	5.64892
ZLSD	5	27.99563	2.97835
ZaAB	4	232.07558	24.68968
DL	4	52.45309	5.58029
NeP	2	55.17389	5.86975
Lipa	2	80.76869	8.59269
SMS	1	39.54887	4.20746
IMNS	1	30.90593	3.28797
SLS+SKD	1	40.01302	4.25684
speech.speaker_party_name	Frequency	Relative density	Relative in text types
Slovenska demokratska stranka	247	125.52272	13.35391
Socialni demokrati	129	126.49786	13.45765
Liberalna demokracija Slovenije	64	90.08924	9.58427
 -	53	58.84749	6.26057
Nova Slovenija – Krščanski demokrati	49	73.67464	7.83798
Pozitivna Slovenija	43	264.30653	28.11862
Lista Marjana Šarca	40	195.24641	20.77156
Slovenska ljudska stranka	39	111.38868	11.85024
Levica	31	123.8562	13.17661
Zares - nova politika	28	137.30958	14.60787
Slovenska nacionalna stranka	27	70.96779	7.55001
Demokratična stranka upokojencev Slovenije	24	53.62128	5.70457
Stranka modernega centra	24	52.44773	5.57972
Stranka Alenke Bratušek	16	147.72767	15.71621
Poslanska skupina nepovezanih poslancev	12	107.76227	11.46444
Socialdemokratska stranka Slovenije	11	75.71138	8.05466
Združena levica	7	53.09814	5.64892
Stranka Mira Cerarja	5	122.44006	13.02596
Združena lista socialnih demokratov	5	27.99563	2.97835
Zavezništvo Alenke Bratušek	4	232.07558	24.68968
Državljanska lista	4	52.45309	5.58029
Nepovezani poslanci	2	55.17389	5.86975
Lipa	2	80.76869	8.59269
Stranka mladih Slovenije	1	39.54887	4.20746
Poslanci italijanske in madžarske narodne skupnosti	1	30.90593	3.28797
SLS+SKD Slovenska ljudska stranka	1	40.01302	4.25684
speech.party_status	Frequency	Relative density	Relative in text types
Opposition	484	127.26081	13.53882
Coalition	290	81.35291	8.65484
 -	95	71.85697	7.6446
speech.party_orientation	Frequency	Relative density	Relative in text types
Desna	258	121.72656	12.95005
Sredinska do levo sredinska	200	98.815	10.51257
Levo sredinska	183	117.63511	12.51477
Desno sredinska	89	85.56017	9.10244
 -	70	63.32797	6.73723
Leva	38	99.44479	10.57957
Desna do skrajno desna	27	70.96779	7.55001
Sredinska do desno sredinska	4	52.45309	5.58029
Text ID	Frequency	Relative density	Relative in text types
ParlaMint-SI_2008-11-07-SDZ5-Izredna-01	16	2945.80611	313.39366
ParlaMint-SI_2021-03-04-SDZ8-Izredna-64	9	1119.35234	119.08385
ParlaMint-SI_2013-11-11-SDZ6-Izredna-47	8	1005.42294	106.96331
ParlaMint-SI_2009-05-25-SDZ5-Redna-06	7	884.91552	94.14296
ParlaMint-SI_2008-12-16-SDZ5-Izredna-03	7	1593.63238	169.54079
ParlaMint-SI_2020-03-03-SDZ8-Redna-16	6	921.43373	98.028
ParlaMint-SI_2020-11-19-SDZ8-Izredna-48	6	578.50235	61.54477
ParlaMint-SI_2009-04-01-SDZ5-Redna-04	6	476.15111	50.656
ParlaMint-SI_2012-10-23-SDZ6-Redna-07	6	652.42463	69.4091
ParlaMint-SI_2013-05-21-SDZ6-Redna-14	5	644.21212	68.5354
ParlaMint-SI_2013-07-10-SDZ6-Redna-16	5	531.41072	56.53487
ParlaMint-SI_2004-06-16-SDZ3-Redna-37	5	718.68637	76.45844
ParlaMint-SI_2020-07-10-SDZ8-Redna-19	5	1364.17321	145.12946
ParlaMint-SI_2021-02-15-SDZ8-Izredna-61	5	509.20383	54.17235
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01	5	1143.07071	121.60716
ParlaMint-SI_2020-11-18-SDZ8-Izredna-48	5	561.34363	59.71932
ParlaMint-SI_2009-03-31-SDZ5-Redna-04	5	778.71384	82.84455
ParlaMint-SI_2004-05-31-SDZ3-Izredna-46	5	366.81753	39.02439
ParlaMint-SI_2010-01-20-SDZ5-Izredna-18	4	416.52409	44.31249
ParlaMint-SI_2013-10-01-SDZ6-Izredna-44	4	709.79963	75.51302
ParlaMint-SI_2009-05-22-SDZ5-Izredna-10	4	353.23935	37.57986
ParlaMint-SI_2014-09-18-SDZ7-Izredna-03	4	482.66083	51.34854
ParlaMint-SI_2009-09-08-SDZ5-Izredna-12	4	572.72459	60.9301
ParlaMint-SI_2013-11-20-SDZ6-Redna-19	4	312.43287	33.2386
ParlaMint-SI_2012-01-28-SDZ6-Izredna-05	4	497.68748	52.94717
ParlaMint-SI_2017-05-25-SDZ7-Redna-30	4	352.15747	37.46476
ParlaMint-SI_2021-03-25-SDZ8-Izredna-67	4	390.68555	41.56362
ParlaMint-SI_2021-07-08-SDZ8-Redna-24	4	347.73132	36.99388
ParlaMint-SI_2017-03-22-SDZ7-Redna-28	4	438.40346	46.64016
ParlaMint-SI_2009-10-21-SDZ5-Redna-10	4	440.66426	46.88068
ParlaMint-SI_2017-07-12-SDZ7-Redna-32	4	541.10666	57.56638
ParlaMint-SI_2012-06-15-SDZ6-Izredna-14	4	438.17866	46.61624
ParlaMint-SI_2011-09-02-SDZ5-Izredna-45	4	700.93392	74.56983
ParlaMint-SI_2010-11-02-SDZ5-Izredna-32	4	740.74621	78.80531
ParlaMint-SI_2010-03-25-SDZ5-Redna-15	4	396.09368	42.13897
ParlaMint-SI_2008-02-05-SDZ4-Redna-35	4	334.0868	35.54229
ParlaMint-SI_2007-10-23-SDZ4-Redna-32	4	559.66414	59.54064
ParlaMint-SI_2003-01-30-SDZ3-Redna-22	4	667.61597	71.02525
ParlaMint-SI_2013-02-27-SDZ6-Izredna-28	3	343.33456	36.52612
ParlaMint-SI_2013-11-14-SDZ6-Izredna-47	3	222.13284	23.63191
ParlaMint-SI_2013-12-11-SDZ6-Izredna-49	3	590.48281	62.81933
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02	3	400.00422	42.555
ParlaMint-SI_2021-12-20-SDZ8-Redna-28	3	205.13656	21.82374
ParlaMint-SI_2007-10-01-SDZ4-Redna-31	3	458.77554	48.80747
ParlaMint-SI_2020-10-27-SDZ8-Redna-21	3	321.28035	34.17985
ParlaMint-SI_2017-07-04-SDZ7-Izredna-45	3	684.4275	72.81377
ParlaMint-SI_2016-11-23-SDZ7-Redna-24	3	219.65506	23.36831
ParlaMint-SI_2015-05-19-SDZ7-Redna-08	3	314.91537	33.50271
ParlaMint-SI_2016-09-22-SDZ7-Redna-22	3	342.59209	36.44713
ParlaMint-SI_2021-07-06-SDZ8-Redna-24	3	301.69465	32.0962
ParlaMint-SI_2021-02-02-SDZ8-Izredna-57	3	331.7736	35.29619
ParlaMint-SI_2015-03-13-SDZ7-Izredna-10	3	472.05412	50.22013
ParlaMint-SI_2021-12-17-SDZ8-Redna-28	3	244.47399	26.0087
ParlaMint-SI_2020-09-22-SDZ8-Redna-20	3	282.05302	30.0066
ParlaMint-SI_2017-12-11-SDZ7-Redna-36	3	674.37755	71.74459
ParlaMint-SI_2021-05-28-SDZ8-Izredna-75	3	569.85141	60.62443
ParlaMint-SI_2019-12-19-SDZ8-Redna-14	3	237.73435	25.2917
ParlaMint-SI_2013-01-29-SDZ6-Redna-10	3	803.89695	85.52369
ParlaMint-SI_2020-05-25-SDZ8-Redna-17	3	338.30933	35.99151
ParlaMint-SI_2020-11-25-SDZ8-Izredna-49	3	332.30141	35.35235
ParlaMint-SI_2012-12-18-SDZ6-Redna-09	3	261.48287	27.81822
ParlaMint-SI_2020-06-17-SDZ8-Redna-18	3	315.36265	33.55029
ParlaMint-SI_2013-06-17-SDZ6-Redna-15	3	476.19131	50.66027
ParlaMint-SI_2014-01-29-SDZ6-Redna-21	3	236.45852	25.15597
ParlaMint-SI_2009-09-24-SDZ5-Redna-09	3	287.42327	30.57792
ParlaMint-SI_2016-11-07-SDZ7-Izredna-36	3	306.67526	32.62607
ParlaMint-SI_2020-06-11-SDZ8-Izredna-40	3	228.89063	24.35085
ParlaMint-SI_2004-04-06-SDZ3-Izredna-42	3	391.88273	41.69099
ParlaMint-SI_2014-12-16-SDZ7-Redna-03	3	422.61034	44.95999
ParlaMint-SI_2012-11-23-SDZ6-Izredna-21	3	495.71243	52.73705
ParlaMint-SI_2012-09-28-SDZ6-Redna-06	3	391.53449	41.65394
ParlaMint-SI_2012-05-10-SDZ6-Izredna-13	3	278.22931	29.59981
ParlaMint-SI_2011-05-03-SDZ5-Redna-27	3	652.81733	69.45088
ParlaMint-SI_2011-03-30-SDZ5-Redna-26	3	519.66492	55.28527
ParlaMint-SI_2009-09-22-SDZ5-Redna-09	3	341.56711	36.33809
ParlaMint-SI_2009-06-19-SDZ5-Redna-07	3	458.87259	48.8178
ParlaMint-SI_2006-09-26-SDZ4-Redna-20	3	342.10995	36.39584
ParlaMint-SI_2006-07-11-SDZ4-Redna-19	3	297.37414	31.63656
ParlaMint-SI_2006-01-10-SDZ4-Izredna-14	3	493.1809	52.46773
ParlaMint-SI_2005-06-20-SDZ4-Izredna-09	3	265.91382	28.28961
ParlaMint-SI_2011-07-11-SDZ5-Redna-30	2	379.85489	40.41139
ParlaMint-SI_2013-03-05-SDZ6-Redna-11	2	384.80776	40.93831
ParlaMint-SI_2013-04-24-SDZ6-Redna-13	2	259.67454	27.62584
ParlaMint-SI_2013-07-16-SDZ6-Izredna-41	2	340.98268	36.27591
ParlaMint-SI_2013-09-24-SDZ6-Redna-17	2	227.12816	24.16334
ParlaMint-SI_2013-03-20-SDZ6-Izredna-31	2	295.3419	31.42036
ParlaMint-SI_2020-09-18-SDZ8-Izredna-44	2	142.32372	15.14131
ParlaMint-SI_2014-03-04-SDZ6-Redna-22	2	292.92133	31.16284
ParlaMint-SI_2013-11-12-SDZ6-Izredna-47	2	303.33352	32.27056
ParlaMint-SI_2016-03-02-SDZ7-Redna-16	2	172.35769	18.33651
ParlaMint-SI_2013-07-05-SDZ6-Izredna-40	2	363.8288	38.70643
ParlaMint-SI_2014-08-28-SDZ7-Izredna-02	2	300.94445	32.01639
ParlaMint-SI_2017-11-13-SDZ7-Redna-35	2	454.04787	48.30451
ParlaMint-SI_2016-07-13-SDZ7-Redna-21	2	259.23411	27.57898
ParlaMint-SI_2015-10-22-SDZ7-Redna-12	2	379.02012	40.32258
ParlaMint-SI_2015-11-16-SDZ7-Redna-13	2	208.13753	22.143
ParlaMint-SI_2015-11-18-SDZ7-Redna-13	2	204.40794	21.74622
ParlaMint-SI_2015-11-20-SDZ7-Izredna-24	2	449.74637	47.84689
ParlaMint-SI_2016-03-03-SDZ7-Redna-16	2	502.13409	53.42023
ParlaMint-SI_2016-06-29-SDZ7-Izredna-34	2	368.44949	39.19801
ParlaMint-SI_2017-10-11-SDZ7-Izredna-49	2	351.9432	37.44196
ParlaMint-SI_2007-03-09-SDZ4-Redna-25	2	723.80542	77.00304
ParlaMint-SI_2016-10-20-SDZ7-Redna-23	2	241.22204	25.66274
ParlaMint-SI_2005-12-09-SDZ4-Izredna-13	2	243.24455	25.87791
ParlaMint-SI_2014-03-31-SDZ6-Redna-23	2	271.07609	28.83881
ParlaMint-SI_2017-02-16-SDZ7-Redna-27	2	351.75882	37.42235
ParlaMint-SI_2017-02-17-SDZ7-Redna-27	2	348.07255	37.03018
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43	2	255.76021	27.2094
ParlaMint-SI_2016-04-22-SDZ7-Redna-18	2	348.13056	37.03635
ParlaMint-SI_2014-01-31-SDZ6-Redna-21	2	201.56538	21.44381
ParlaMint-SI_2021-02-04-SDZ8-Izredna-59	2	1908.3746	203.02507
ParlaMint-SI_2012-11-13-SDZ6-Izredna-20	2	223.41139	23.76793
ParlaMint-SI_2020-10-23-SDZ8-Redna-21	2	276.06793	29.36987
ParlaMint-SI_2019-10-07-SDZ8-Izredna-26	2	212.63642	22.62162
ParlaMint-SI_2018-12-18-SDZ8-Redna-03	2	175.26125	18.64541
ParlaMint-SI_2003-10-01-SDZ3-Redna-29	2	349.65867	37.19892
ParlaMint-SI_2006-06-19-SDZ4-Redna-18	2	489.21094	52.04538
ParlaMint-SI_2016-12-16-SDZ7-Redna-25	2	257.33917	27.37738
ParlaMint-SI_2014-04-15-SDZ6-Izredna-60	2	367.50593	39.09763
ParlaMint-SI_2019-04-25-SDZ8-Izredna-21	2	418.35009	44.50675
ParlaMint-SI_2017-09-20-SDZ7-Redna-33	2	265.2959	28.22387
ParlaMint-SI_2012-12-20-SDZ6-Redna-09	2	508.76561	54.12573
ParlaMint-SI_2018-11-27-SDZ8-Redna-02	2	320.58454	34.10583
ParlaMint-SI_2021-11-16-SDZ8-Redna-27	2	192.2563	20.45345
ParlaMint-SI_2022-02-21-SDZ8-Izredna-95	2	195.53986	20.80278
ParlaMint-SI_2015-07-09-SDZ7-Redna-10	2	293.3693	31.2105
ParlaMint-SI_2017-01-27-SDZ7-Redna-26	2	622.51724	66.22736
ParlaMint-SI_2021-12-08-SDZ8-Izredna-88	2	555.14405	59.05977
ParlaMint-SI_2014-08-25-SDZ7-Izredna-01	2	328.47704	34.94549
ParlaMint-SI_2013-10-29-SDZ6-Redna-18	2	331.27277	35.24291
ParlaMint-SI_2021-12-22-SDZ8-Izredna-90	2	358.4388	38.13301
ParlaMint-SI_2012-12-05-SDZ6-Izredna-23	2	182.26715	19.39074
ParlaMint-SI_2015-06-19-SDZ7-Redna-09	2	224.28297	23.86065
ParlaMint-SI_2022-03-21-SDZ8-Redna-30	2	365.98201	38.9355
ParlaMint-SI_2009-03-30-SDZ5-Redna-04	2	472.91704	50.31193
ParlaMint-SI_2020-12-14-SDZ8-Izredna-53	2	270.36267	28.76291
ParlaMint-SI_2017-10-23-SDZ7-Izredna-50	2	460.83733	49.02682
ParlaMint-SI_2006-06-21-SDZ4-Redna-18	2	206.98028	22.01988
ParlaMint-SI_2020-05-14-SDZ8-Izredna-37	2	293.25489	31.19833
ParlaMint-SI_2010-03-04-SDZ5-Redna-14	2	244.57683	26.01964
ParlaMint-SI_2018-12-19-SDZ8-Redna-03	2	217.41703	23.13021
ParlaMint-SI_2014-11-19-SDZ7-Redna-02	2	287.40862	30.57636
ParlaMint-SI_2014-04-04-SDZ6-Redna-23	2	228.60302	24.32025
ParlaMint-SI_2014-11-20-SDZ7-Redna-02	2	195.23931	20.7708
ParlaMint-SI_2011-09-20-SDZ5-Redna-31	2	236.83684	25.19622
ParlaMint-SI_2015-03-26-SDZ7-Izredna-11	2	251.27175	26.73189
ParlaMint-SI_2019-03-27-SDZ8-Redna-06	2	284.21495	30.2366
ParlaMint-SI_2001-07-20-SDZ3-Izredna-08	2	728.99791	77.55545
ParlaMint-SI_2018-12-20-SDZ8-Redna-03	2	195.62533	20.81187
ParlaMint-SI_2009-09-21-SDZ5-Redna-09	2	354.09098	37.67046
ParlaMint-SI_2016-07-15-SDZ7-Redna-21	2	363.61066	38.68322
ParlaMint-SI_2018-11-21-SDZ8-Izredna-13	2	330.63188	35.17473
ParlaMint-SI_2007-05-28-SDZ4-Redna-28	2	442.48454	47.07433
ParlaMint-SI_2019-05-17-SDZ8-Izredna-23	2	309.66921	32.94459
ParlaMint-SI_2018-12-17-SDZ8-Redna-03	2	290.25751	30.87945
ParlaMint-SI_2018-12-05-SDZ8-Izredna-16	2	624.73076	66.46285
ParlaMint-SI_2018-10-11-SDZ8-Izredna-49	2	364.88099	38.81837
ParlaMint-SI_2018-08-17-SDZ8-Izredna-05	2	667.14213	70.97484
ParlaMint-SI_2018-03-20-SDZ7-Redna-39	2	393.96044	41.91203
ParlaMint-SI_2003-10-02-SDZ3-Redna-29	2	252.23596	26.83447
ParlaMint-SI_2017-11-28-SDZ7-Redna-35	2	631.29716	67.16142
ParlaMint-SI_2012-11-06-SDZ6-Izredna-19	2	292.28374	31.09501
ParlaMint-SI_2012-05-11-SDZ6-Izredna-13	2	304.75462	32.42174
ParlaMint-SI_2011-10-18-SDZ5-Redna-32	2	175.71502	18.69369
ParlaMint-SI_2011-07-15-SDZ5-Redna-30	2	213.60768	22.72495
ParlaMint-SI_2011-04-18-SDZ5-Redna-27	2	485.73491	51.67558
ParlaMint-SI_2011-03-03-SDZ5-Redna-25	2	226.44421	24.09058
ParlaMint-SI_2011-01-10-SDZ5-Izredna-38	2	337.91204	35.94924
ParlaMint-SI_2010-12-22-SDZ5-Izredna-36	2	409.44806	43.5597
ParlaMint-SI_2010-11-23-SDZ5-Redna-22	2	200.42643	21.32264
ParlaMint-SI_2010-06-15-SDZ5-Redna-18	2	334.23529	35.55808
ParlaMint-SI_2010-05-26-SDZ5-Izredna-24	2	216.24163	23.00516
ParlaMint-SI_2006-05-29-SDZ4-Izredna-18	2	278.98905	29.68064
ParlaMint-SI_2010-02-11-SDZ5-Izredna-19	2	307.21485	32.68348
ParlaMint-SI_2009-11-18-SDZ5-Redna-11	2	295.54155	31.4416
ParlaMint-SI_2009-05-26-SDZ5-Redna-06	2	176.94384	18.82442
ParlaMint-SI_2009-05-15-SDZ5-Redna-05	2	256.31116	27.26802
ParlaMint-SI_2009-04-23-SDZ5-Redna-05	2	239.50108	25.47965
ParlaMint-SI_2009-03-02-SDZ5-Redna-03	2	416.24741	44.28306
ParlaMint-SI_2008-06-03-SDZ4-Izredna-37	2	198.67893	21.13673
ParlaMint-SI_2008-04-25-SDZ4-Redna-38	2	337.96671	35.95506
ParlaMint-SI_2008-04-23-SDZ4-Redna-38	2	254.24863	27.04859
ParlaMint-SI_2007-03-06-SDZ4-Redna-25	2	252.65631	26.87919
ParlaMint-SI_2008-01-29-SDZ4-Redna-35	2	201.96816	21.48666
ParlaMint-SI_2007-11-28-SDZ4-Izredna-31	2	212.63401	22.62136
ParlaMint-SI_2007-11-28-SDZ4-Izredna-30	2	212.63401	22.62136
ParlaMint-SI_2007-11-27-SDZ4-Izredna-31	2	265.50572	28.24619
ParlaMint-SI_2007-11-27-SDZ4-Izredna-30	2	265.50572	28.24619
ParlaMint-SI_2007-11-19-SDZ4-Redna-33	2	281.36915	29.93385
ParlaMint-SI_2007-10-29-SDZ4-Redna-32	2	250.11839	26.60919
ParlaMint-SI_2001-04-20-SDZ3-Izredna-06	2	216.88527	23.07364
ParlaMint-SI_2007-03-29-SDZ4-Redna-26	2	228.95661	24.35787
ParlaMint-SI_2006-11-17-SDZ4-Izredna-23	2	355.64507	37.83579
ParlaMint-SI_2006-04-20-SDZ4-Redna-16	2	412.0687	43.8385
ParlaMint-SI_2002-12-19-SDZ3-Izredna-25	2	311.08865	33.0956
ParlaMint-SI_2013-01-31-SDZ6-Redna-10	1	122.65383	13.0487
ParlaMint-SI_2017-09-19-SDZ7-Redna-33	1	158.49491	16.8617
ParlaMint-SI_2013-04-02-SDZ6-Redna-12	1	490.30823	52.16212
ParlaMint-SI_2004-03-29-SDZ3-Redna-35	1	98.79964	10.51094
ParlaMint-SI_2013-05-22-SDZ6-Redna-14	1	238.08762	25.32928
ParlaMint-SI_2010-04-21-SDZ5-Redna-16	1	89.59262	9.53143
ParlaMint-SI_2010-01-25-SDZ5-Redna-13	1	177.69815	18.90466
